1 1 0.707116079447
1 2 -0.707097482797
1 3 3.06743759885e-06
1 4 1.94878640475e-06
1 5 0.00133315519885
1 6 3.68175533216e-09
2 1 -0.707097482791
2 2 -0.707116079453
2 3 -3.0673569274e-06
2 4 -0.000968141815862
2 5 0.0999953176644
2 6 1.51402044024e-05
3 1 -4.33795481107e-06
3 3 0.999999999991
3 4 0.0999953075106
3 5 0.000968145628016
3 6 -0.00133383571061
4 1 0.707109761409
4 2 -0.707103800945
4 3 2.98000832666e-06
4 4 -0.072123926312
4 5 0.000344065134019
4 6 -9.18874360156e-08
5 1 -0.707103800939
5 2 -0.707109761416
5 3 -2.97998320715e-06
5 4 -0.000968038221491
5 5 0.0999953159218
5 6 -0.0721169217868
6 1 -4.21435042941e-06
6 3 0.999999999991
6 4 0.0999951047523
6 5 0.000968134185205
6 6 -0.0010421729929
7 1 0.707151890531
7 2 -0.707061649098
7 3 -0.000167611069801
7 4 -0.100301160935
7 5 0.194997388001
7 6 3.97390343558e-05
8 1 -0.707061629237
8 2 -0.707151910394
8 3 0.000167589675823
8 4 -0.000956924307162
8 5 0.100006840563
8 6 -0.0984246990983
9 1 0.000237022720772
9 3 0.99999997191
9 4 0.0999780681415
9 5 0.000984912016338
9 6 -0.195948340012
10 1 0.707102310821
10 2 -0.707111251517
10 3 2.98026568979e-06
10 4 0.0728356935498
10 5 0.00133746187875
10 6 8.65308306876e-07
11 1 -0.707111251511
11 2 -0.707102310827
11 3 -2.98030337264e-06
11 4 -0.000968996639001
11 5 0.0999953102028
11 6 0.0728455218904
12 1 -4.21475880386e-06
12 3 0.999999999991
12 4 0.0999955397397
12 5 0.00096813721905
12 6 -0.000631067358448
13 1 -0.707098972935
13 2 0.707114589352
13 3 9.31353143836e-08
13 4 -0.000353541538166
13 5 0.00229314034824
13 6 8.30411776235e-09
14 1 -0.707114589352
14 2 -0.707098972935
14 3 9.3137371295e-08
14 4 0.000967820118733
14 5 -0.099995291603
14 6 0.000330730644441
15 1 -1.31714679201e-07
15 3 -1
15 4 0.0999953274732
15 5 0.000967839743744
15 6 -0.00229479724477
16 1 -0.707113158547
16 2 0.707100403153
16 3 2.95085888318e-05
16 4 2.96984277377e-05
16 5 -0.138452078826
16 6 -4.89956428791e-06
17 1 -0.707100402537
17 2 -0.707113159163
17 3 2.95080565099e-05
17 4 0.000964861689064
17 5 -0.0999925099872
17 6 0.00130266341959
18 1 -4.17310701257e-05
18 3 -0.999999999129
18 4 0.0999929941948
18 5 0.000959957465529
18 6 0.138445571358
19 1 -0.707035646464
19 2 0.707177863155
19 3 0.000253953143237
19 4 -0.101767894338
19 5 -0.195000419055
19 6 -6.14125547526e-05
20 1 -0.707177817539
20 2 -0.707035692071
20 3 0.00025400420826
20 4 0.00093164588164
20 5 -0.100015968444
20 6 0.103575142777
21 1 -0.000359180089612
21 3 -0.999999935495
21 4 0.0999688469657
21 5 0.000891753869395
21 6 0.194043262897
22 1 -0.707096638621
22 2 0.7071169042
22 3 -0.000165663834741
22 4 -9.07443125566e-06
22 5 0.141335171848
22 6 -2.2550215727e-05
23 1 -0.707116884793
23 2 -0.707096658028
23 3 -0.000165668578164
23 4 0.000984379350022
23 5 -0.0999901801449
23 6 -0.00136625623457
24 1 0.000234287396015
24 3 -0.999999972555
24 4 0.0999929861866
24 5 0.000961801147629
24 6 -0.141326429605
