1 1 -9.99999971718e-10
2 2 -9.99999971718e-10
3 3 -9.99999971718e-10
4 4 -9.99999971718e-10
5 5 -9.99999971718e-10
6 6 -9.99999971718e-10
7 7 -9.99999971718e-10
8 8 -9.99999971718e-10
9 9 -9.99999971718e-10
10 10 -9.99999971718e-10
11 11 -9.99999971718e-10
12 12 -9.99999971718e-10
13 13 -1.99999994344e-09
14 14 -1.99999994344e-09
15 15 -1.99999994344e-09
16 16 -1.99999994344e-09
17 17 -1.99999994344e-09
18 18 -1.99999994344e-09
19 19 -1.99999994344e-09
20 20 -1.99999994344e-09
21 21 -1.99999994344e-09
22 22 -1.99999994344e-09
23 23 -1.99999994344e-09
24 24 -1.99999994344e-09
